,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Expiration,Type,MarketPrice
2387,SPXW250620C05995000,2025-05-23 19:38:38+00:00,5995.0,39.9,34.9,35.7,-13.939999,-25.891527,74.0,57,0.16401363948822023,False,REGULAR,USD,2025-06-20,call,35.3
2388,SPXW250620C06000000,2025-05-23 20:00:38+00:00,6000.0,34.82,33.5,34.2,-8.98,-20.502283,751.0,1589,0.1632163757324219,False,REGULAR,USD,2025-06-20,call,33.85
2389,SPXW250620C06005000,2025-05-23 14:26:13+00:00,6005.0,31.2,32.0,32.8,-16.899998,-35.13513,13.0,53,0.1625488103866577,False,REGULAR,USD,2025-06-20,call,32.4
2390,SPXW250620C06010000,2025-05-23 19:40:02+00:00,6010.0,33.0,30.7,31.5,-15.799999,-32.37705,124.0,287,0.16201475811004634,False,REGULAR,USD,2025-06-20,call,31.1
2391,SPXW250620C06015000,2025-05-23 16:32:01+00:00,6015.0,31.38,29.4,30.1,-15.570002,-33.16294,20.0,115,0.1611869770812988,False,REGULAR,USD,2025-06-20,call,29.75
2392,SPX250620C06020000,2025-05-23 19:42:40+00:00,6020.0,31.8,26.8,28.0,-13.799999,-30.263159,914.0,1697,0.15870744865417483,False,REGULAR,USD,2025-06-20,call,27.4
2393,SPX250620C06025000,2025-05-23 19:57:39+00:00,6025.0,27.8,25.6,26.8,-16.0,-36.529682,61.0,6143,0.15812762046813963,False,REGULAR,USD,2025-06-20,call,26.200000000000003
2394,SPXW250620C06030000,2025-05-23 19:22:01+00:00,6030.0,29.9,25.7,26.4,-11.85,-28.383234,13.0,181,0.1593177941131592,False,REGULAR,USD,2025-06-20,call,26.049999999999997
2395,SPXW250620C06035000,2025-05-23 18:27:40+00:00,6035.0,28.67,24.6,25.3,-12.629999,-30.581114,3.0,24,0.15884096172332762,False,REGULAR,USD,2025-06-20,call,24.950000000000003
2396,SPXW250620C06040000,2025-05-23 20:03:56+00:00,6040.0,23.65,23.5,24.2,-16.15,-40.57789,69.0,305,0.15828783615112307,False,REGULAR,USD,2025-06-20,call,23.85
2397,SPX250620C06045000,2025-05-23 19:57:39+00:00,6045.0,23.3,21.2,22.4,-12.5,-34.916203,1.0,245,0.15592656215667722,False,REGULAR,USD,2025-06-20,call,21.799999999999997
2398,SPXW250620C06050000,2025-05-23 19:45:23+00:00,6050.0,24.8,21.5,22.0,-10.240002,-29.22375,224.0,493,0.15693363216400147,False,REGULAR,USD,2025-06-20,call,21.75
2399,SPXW250620C06055000,2025-05-23 19:58:51+00:00,6055.0,21.1,20.5,21.0,-14.1,-40.05682,12.0,23,0.1563805065917969,False,REGULAR,USD,2025-06-20,call,20.75
2400,SPXW250620C06060000,2025-05-23 19:25:49+00:00,6060.0,21.2,19.5,20.1,-5.5999985,-20.895517,118.0,180,0.15600285533905028,False,REGULAR,USD,2025-06-20,call,19.8
2401,SPX250620C06065000,2025-05-23 14:39:21+00:00,6065.0,18.3,17.4,18.5,-6.5,-26.209679,2.0,343,0.1536606546401978,False,REGULAR,USD,2025-06-20,call,17.95
2402,SPX250620C06070000,2025-05-23 18:26:29+00:00,6070.0,21.1,16.5,17.7,-2.5299988,-10.706724,4.0,466,0.15335929656982422,False,REGULAR,USD,2025-06-20,call,17.1
2403,SPX250620C06075000,2025-05-23 19:28:40+00:00,6075.0,18.44,15.7,16.8,-3.3599987,-15.412839,468.0,5813,0.15269936054229744,False,REGULAR,USD,2025-06-20,call,16.25
2404,SPXW250620C06080000,2025-05-23 19:59:50+00:00,6080.0,16.9,16.1,16.6,-5.5,-24.553572,20.0,2980,0.15398108600616456,False,REGULAR,USD,2025-06-20,call,16.35
2405,SPX250620C06085000,2025-05-23 14:04:13+00:00,6085.0,15.13,14.2,15.2,-5.37,-26.195122,29.0,411,0.15168847587585452,False,REGULAR,USD,2025-06-20,call,14.7
2406,SPX250620C06090000,2025-05-23 20:06:12+00:00,6090.0,13.75,13.4,14.5,-5.1499996,-27.248674,2.0,368,0.15136041519165044,False,REGULAR,USD,2025-06-20,call,13.95
2407,SPX250620C06095000,2025-05-23 17:19:26+00:00,6095.0,15.84,12.7,13.8,-2.8600006,-15.29412,6.0,249,0.1509560613250733,False,REGULAR,USD,2025-06-20,call,13.25
2408,SPX250620C06100000,2025-05-23 20:04:48+00:00,6100.0,12.5,12.1,13.1,-5.1000004,-28.977276,1809.0,33143,0.1504677849578858,False,REGULAR,USD,2025-06-20,call,12.6
2409,SPXW250620C06105000,2025-05-23 13:42:13+00:00,6105.0,12.1,12.5,13.0,-5.6000004,-31.63842,3.0,34,0.15188683815002443,False,REGULAR,USD,2025-06-20,call,12.75
2410,SPX250620C06110000,2025-05-23 19:39:51+00:00,6110.0,12.3,10.8,11.8,-3.3000002,-21.153847,11.0,413,0.14955989608764647,False,REGULAR,USD,2025-06-20,call,11.3
2411,SPXW250620C06115000,2025-05-21 18:18:51+00:00,6115.0,21.8,11.3,11.7,0.0,0.0,9.0,40,0.15091791473388677,False,REGULAR,USD,2025-06-20,call,11.5
2412,SPX250620C06120000,2025-05-22 20:01:15+00:00,6120.0,14.7,9.7,10.6,0.0,0.0,10.0,592,0.1486596365356445,False,REGULAR,USD,2025-06-20,call,10.149999999999999
2413,SPXW250620C06125000,2025-05-23 18:45:26+00:00,6125.0,12.65,10.2,10.6,-1.7700005,-12.274621,97.0,401,0.15033045722961427,False,REGULAR,USD,2025-06-20,call,10.399999999999999
2414,SPX250620C06130000,2025-05-23 17:57:15+00:00,6130.0,9.8,9.0,9.6,-7.4000006,-43.02326,33.0,548,0.14817898948669436,False,REGULAR,USD,2025-06-20,call,9.3
2415,SPX250620C06135000,2025-05-22 20:01:16+00:00,6135.0,8.6,8.2,9.1,-4.0,-31.746029,8.0,409,0.14781278221130376,False,REGULAR,USD,2025-06-20,call,8.649999999999999
2416,SPXW250620C06140000,2025-05-23 20:01:06+00:00,6140.0,9.2,8.7,9.1,-3.25,-26.104418,21.0,233,0.149422568359375,False,REGULAR,USD,2025-06-20,call,8.899999999999999
2417,SPXW250620C06145000,2025-05-23 14:40:55+00:00,6145.0,8.7,8.2,8.6,-3.1999998,-26.890755,8.0,102,0.14896480926513672,False,REGULAR,USD,2025-06-20,call,8.399999999999999
2418,SPXW250620C06150000,2025-05-23 19:51:58+00:00,6150.0,9.05,7.8,8.1,-2.25,-19.911503,186.0,1276,0.1484078690338135,False,REGULAR,USD,2025-06-20,call,7.949999999999999
2419,SPX250620C06155000,2025-05-23 15:42:13+00:00,6155.0,7.73,6.8,7.3,-5.57,-41.8797,4.0,259,0.14637847038269042,False,REGULAR,USD,2025-06-20,call,7.05
2420,SPXW250620C06160000,2025-05-23 20:00:38+00:00,6160.0,7.64,7.0,7.3,-2.3600001,-23.600002,19.0,1409,0.147919592666626,False,REGULAR,USD,2025-06-20,call,7.15
2421,SPXW250620C06165000,2025-05-23 17:06:43+00:00,6165.0,7.5,6.6,6.9,-4.8199997,-39.123375,40.0,216,0.1475610147094727,False,REGULAR,USD,2025-06-20,call,6.75
2422,SPXW250620C06170000,2025-05-23 19:52:12+00:00,6170.0,7.3,6.3,6.6,-2.8999996,-28.431368,37.0,1418,0.14760679061889648,False,REGULAR,USD,2025-06-20,call,6.449999999999999
2423,SPX250620C06175000,2025-05-23 19:52:53+00:00,6175.0,6.59,5.3,5.9,-4.21,-38.981483,561.0,4939,0.145516357421875,False,REGULAR,USD,2025-06-20,call,5.6
2424,SPX250620C06180000,2025-05-23 19:03:57+00:00,6180.0,6.5,5.0,5.6,-3.8000002,-36.893204,7.0,425,0.1453790296936035,False,REGULAR,USD,2025-06-20,call,5.3
2425,SPX250620C06185000,2025-05-22 19:30:23+00:00,6185.0,5.06,4.5,5.3,-4.7400002,-48.367348,6.0,61,0.1451577794647217,False,REGULAR,USD,2025-06-20,call,4.9
2426,SPXW250620C06190000,2025-05-23 17:14:59+00:00,6190.0,5.92,5.0,5.3,-3.6099997,-37.880375,7.0,289,0.14659972061157228,False,REGULAR,USD,2025-06-20,call,5.15
2427,SPXW250620C06195000,2025-05-23 14:31:36+00:00,6195.0,5.05,4.7,5.0,-3.7200003,-42.41733,7.0,64,0.14629454788208007,False,REGULAR,USD,2025-06-20,call,4.85
2428,SPXW250620C06200000,2025-05-23 20:14:56+00:00,6200.0,4.46,4.5,4.8,-2.04,-31.384615,751.0,1636,0.1465081687927246,False,REGULAR,USD,2025-06-20,call,4.65
2429,SPX250620C06210000,2025-05-23 16:29:13+00:00,6210.0,4.2,3.5,4.0,-3.0,-41.666668,23.0,686,0.14412782150268555,False,REGULAR,USD,2025-06-20,call,3.75
2430,SPXW250620C06220000,2025-05-23 16:58:24+00:00,6220.0,4.4,3.6,3.9,-2.2999997,-34.328358,18.0,152,0.14617247879028317,False,REGULAR,USD,2025-06-20,call,3.75
2431,SPX250620C06225000,2025-05-23 17:55:03+00:00,6225.0,4.4,2.9,3.4,-1.9000001,-30.158731,54.0,2549,0.14385316604614257,False,REGULAR,USD,2025-06-20,call,3.15
2432,SPX250620C06230000,2025-05-23 13:50:40+00:00,6230.0,3.12,2.7,3.2,-2.88,-48.0,12.0,878,0.1436090278625488,False,REGULAR,USD,2025-06-20,call,2.95
2433,SPXW250620C06240000,2025-05-23 13:41:29+00:00,6240.0,2.83,2.85,3.1,-1.3200002,-31.807232,11.0,99,0.14542480560302734,False,REGULAR,USD,2025-06-20,call,2.975
2434,SPX250620C06250000,2025-05-23 20:13:18+00:00,6250.0,2.3,2.1,2.6,-1.2,-34.285717,664.0,16236,0.14363954513549804,False,REGULAR,USD,2025-06-20,call,2.35
2435,SPXW250620C06260000,2025-05-23 20:00:17+00:00,6260.0,2.5,2.3,2.55,-0.8499999,-25.37313,8.0,156,0.14571471969604488,False,REGULAR,USD,2025-06-20,call,2.425
2436,SPX250620C06270000,2025-05-22 19:30:25+00:00,6270.0,2.14,1.65,2.15,-1.6599998,-43.684208,1.0,639,0.14417359741210936,False,REGULAR,USD,2025-06-20,call,1.9
2437,SPXW250620C06275000,2025-05-23 17:14:59+00:00,6275.0,2.42,1.95,2.2,-0.23000002,-8.679245,7.0,233,0.14594359924316402,False,REGULAR,USD,2025-06-20,call,2.075
2438,SPX250620C06280000,2025-05-23 18:12:01+00:00,6280.0,2.55,1.45,1.95,-0.75,-22.727274,102.0,699,0.14441773559570312,False,REGULAR,USD,2025-06-20,call,1.7
2439,SPX250620C06290000,2025-05-23 19:43:11+00:00,6290.0,2.05,1.3,1.75,-0.95000005,-31.66667,69.0,496,0.14441773559570312,False,REGULAR,USD,2025-06-20,call,1.525
2440,SPX250620C06300000,2025-05-23 19:29:41+00:00,6300.0,1.55,1.15,1.6,-0.35000002,-18.421055,283.0,15647,0.14486023605346682,False,REGULAR,USD,2025-06-20,call,1.375
2441,SPXW250620C06310000,2025-05-22 19:06:03+00:00,6310.0,2.56,1.35,1.55,0.0,0.0,2.0,187,0.14652342742919922,False,REGULAR,USD,2025-06-20,call,1.4500000000000002
2442,SPX250620C06320000,2025-05-23 16:10:42+00:00,6320.0,1.23,0.9,1.35,-0.64,-34.224598,100.0,816,0.14594359924316402,False,REGULAR,USD,2025-06-20,call,1.125
2443,SPXW250620C06325000,2025-05-23 19:20:38+00:00,6325.0,1.6,1.15,1.35,-0.01999998,-1.2345667,28.0,878,0.14710325561523438,False,REGULAR,USD,2025-06-20,call,1.25
2444,SPXW250620C06330000,2025-05-21 18:46:41+00:00,6330.0,2.27,1.1,1.3,0.0,0.0,5.0,304,0.1474389456176758,False,REGULAR,USD,2025-06-20,call,1.2000000000000002
2445,SPX250620C06340000,2025-05-23 14:10:56+00:00,6340.0,1.01,0.7,1.15,-0.34000003,-25.185188,1.0,792,0.14722532470703126,False,REGULAR,USD,2025-06-20,call,0.9249999999999999
2446,SPXW250620C06350000,2025-05-23 18:28:10+00:00,6350.0,1.25,0.85,1.1,-0.35000002,-21.875002,13.0,477,0.1485680847167969,False,REGULAR,USD,2025-06-20,call,0.9750000000000001
2447,SPX250620C06360000,2025-05-23 19:20:18+00:00,6360.0,1.02,0.55,1.0,-0.18000007,-15.000005,4.0,426,0.14887325744628904,False,REGULAR,USD,2025-06-20,call,0.775
2448,SPXW250620C06370000,2025-05-22 13:54:36+00:00,6370.0,0.95,0.7,1.0,-0.34999996,-26.923075,2.0,103,0.15107050109863285,False,REGULAR,USD,2025-06-20,call,0.85
2449,SPX250620C06375000,2025-05-23 14:12:55+00:00,6375.0,0.75,0.5,0.9,-0.9,-54.545456,8.0,2218,0.15009394836425782,False,REGULAR,USD,2025-06-20,call,0.7
2450,SPX250620C06380000,2025-05-21 13:30:02+00:00,6380.0,1.6,0.45,0.85,0.0,0.0,66.0,311,0.15009394836425782,False,REGULAR,USD,2025-06-20,call,0.65
2451,SPXW250620C06390000,2025-05-23 19:23:47+00:00,6390.0,0.85,0.6,0.85,-0.23000002,-21.296297,3.0,211,0.15223015747070315,False,REGULAR,USD,2025-06-20,call,0.725
2452,SPX250620C06400000,2025-05-23 19:04:42+00:00,6400.0,0.8,0.35,0.75,-0.099999964,-11.111108,196.0,32408,0.1519860192871094,False,REGULAR,USD,2025-06-20,call,0.55
2453,SPX250620C06410000,2025-05-23 19:20:18+00:00,6410.0,0.67,0.35,0.7,-0.37999994,-36.19047,4.0,407,0.15277946838378909,False,REGULAR,USD,2025-06-20,call,0.5249999999999999
2454,SPX250620C06420000,2025-05-21 17:55:39+00:00,6420.0,1.05,0.3,0.7,0.0,0.0,60.0,496,0.15485464294433599,False,REGULAR,USD,2025-06-20,call,0.5
2455,SPXW250620C06425000,2025-05-21 16:50:20+00:00,6425.0,1.5,0.45,0.65,0.0,0.0,1.0,259,0.15448843566894532,False,REGULAR,USD,2025-06-20,call,0.55
2456,SPXW250620C06430000,2025-05-21 18:24:35+00:00,6430.0,0.99,0.45,0.65,0.0,0.0,3.0,44,0.15552602294921875,False,REGULAR,USD,2025-06-20,call,0.55
2457,SPXW250620C06440000,2025-05-22 15:20:50+00:00,6440.0,0.72,0.4,0.6,0.0,0.0,5.0,95,0.15613636840820314,False,REGULAR,USD,2025-06-20,call,0.5
2458,SPXW250620C06450000,2025-05-23 20:11:42+00:00,6450.0,0.5,0.4,0.6,-0.19999999,-28.571426,2.0,474,0.15815050842285155,False,REGULAR,USD,2025-06-20,call,0.5
2459,SPXW250620C06460000,2025-05-21 16:04:33+00:00,6460.0,1.0,0.35,0.55,0.0,0.0,1.0,65,0.15857775024414064,False,REGULAR,USD,2025-06-20,call,0.45
2460,SPXW250620C06470000,2025-05-16 19:24:59+00:00,6470.0,1.95,0.35,0.55,0.0,0.0,34.0,36,0.16059189025878906,False,REGULAR,USD,2025-06-20,call,0.45
2461,SPX250620C06475000,2025-05-21 13:30:02+00:00,6475.0,0.45,0.2,0.55,-0.25,-35.714287,4.0,1278,0.16156844299316403,False,REGULAR,USD,2025-06-20,call,0.375
2462,SPX250620C06480000,2025-05-21 13:30:02+00:00,6480.0,0.75,0.15,0.55,0.0,0.0,59.0,390,0.1626060302734375,False,REGULAR,USD,2025-06-20,call,0.35000000000000003
2463,SPXW250620C06490000,2025-05-16 13:39:18+00:00,6490.0,1.2,0.3,0.5,0.0,0.0,34.0,52,0.1627891339111328,False,REGULAR,USD,2025-06-20,call,0.4
2464,SPX250620C06500000,2025-05-23 17:33:14+00:00,6500.0,0.4,0.15,0.5,0.050000012,14.285718,46.0,29372,0.16480327392578126,False,REGULAR,USD,2025-06-20,call,0.325
2465,SPX250620C06525000,2025-05-23 16:14:11+00:00,6525.0,0.25,0.1,0.45,-0.3,-54.545456,41.0,839,0.16773293212890628,False,REGULAR,USD,2025-06-20,call,0.275
2466,SPX250620C06550000,2025-05-22 18:59:01+00:00,6550.0,0.4,0.1,0.4,0.0,0.0,1.0,5769,0.17035741760253909,False,REGULAR,USD,2025-06-20,call,0.25
2467,SPX250620C06575000,2025-05-21 13:30:02+00:00,6575.0,0.5,0.05,0.4,0.0,0.0,182.0,233,0.1751181121826172,False,REGULAR,USD,2025-06-20,call,0.225
2468,SPXW250620C06600000,2025-05-22 11:09:55+00:00,6600.0,0.3,0.15,0.35,0.0,0.0,1.0,415,0.17737639038085937,False,REGULAR,USD,2025-06-20,call,0.25
2469,SPXW250620C06650000,2025-05-22 20:13:46+00:00,6650.0,0.15,0.15,0.3,0.0,0.0,25.0,189,0.18360191406249998,False,REGULAR,USD,2025-06-20,call,0.22499999999999998
2470,SPXW250620C06700000,2025-05-23 14:08:56+00:00,6700.0,0.1,0.1,0.3,-0.050000004,-33.333336,1.0,1802,0.19263502685546874,False,REGULAR,USD,2025-06-20,call,0.2
2471,SPX250620C06750000,2025-05-23 15:09:41+00:00,6750.0,0.15,0.0,0.3,-0.15,-50.0,611.0,6197,0.20154607055664062,False,REGULAR,USD,2025-06-20,call,0.15
2472,SPX250620C06800000,2025-05-23 19:38:36+00:00,6800.0,0.15,0.0,0.3,-0.049999997,-24.999998,999.0,12628,0.21033504516601562,False,REGULAR,USD,2025-06-20,call,0.15
2473,SPXW250620C06850000,2025-05-21 17:05:10+00:00,6850.0,0.15,0.05,0.25,0.0,0.0,15.0,172,0.21521780883789063,False,REGULAR,USD,2025-06-20,call,0.15
2474,SPXW250620C06900000,2025-05-08 19:58:53+00:00,6900.0,0.4,0.05,0.25,0.0,0.0,2.0,57,0.22364057617187497,False,REGULAR,USD,2025-06-20,call,0.15
2475,SPX250620C06950000,2025-05-23 19:32:14+00:00,6950.0,0.15,0.0,0.25,0.10000001,200.00003,20.0,2615,0.23194127441406248,False,REGULAR,USD,2025-06-20,call,0.125
2476,SPXW250620C07000000,2025-05-22 16:59:12+00:00,7000.0,0.15,0.05,0.2,0.0,0.0,3.0,580,0.23535920898437498,False,REGULAR,USD,2025-06-20,call,0.125
2477,SPXW250620C07050000,2025-04-24 18:52:03+00:00,7050.0,0.39,0.05,0.2,0.0,0.0,10.0,82,0.24341576904296874,False,REGULAR,USD,2025-06-20,call,0.125
2478,SPXW250620C07100000,2025-04-07 14:06:41+00:00,7100.0,0.35,0.15,0.45,0.0,0.0,10.0,0,0.27136959106445313,False,REGULAR,USD,2025-06-20,call,0.3
2479,SPX250620C07200000,2025-05-23 19:38:46+00:00,7200.0,0.1,0.0,0.25,0.0,0.0,77.0,12905,0.27246821289062495,False,REGULAR,USD,2025-06-20,call,0.125
2480,SPXW250620C07300000,2025-05-13 14:11:22+00:00,7300.0,0.1,0.05,0.2,0.0,0.0,1.0,3,0.28247787841796873,False,REGULAR,USD,2025-06-20,call,0.125
2481,SPX250620C07400000,2025-05-22 19:56:06+00:00,7400.0,0.05,0.0,0.25,0.0,0.0,5.0,3638,0.3034737622070312,False,REGULAR,USD,2025-06-20,call,0.125
2482,SPXW250620C07500000,2025-05-13 13:37:30+00:00,7500.0,0.15,0.0,0.2,0.0,0.0,1.0,4,0.31250687499999996,False,REGULAR,USD,2025-06-20,call,0.1
2483,SPXW250620C07600000,2025-05-08 13:57:47+00:00,7600.0,0.15,0.0,0.15,0.0,0.0,1.0,8,0.3193427441406249,False,REGULAR,USD,2025-06-20,call,0.075
2484,SPX250620C07700000,2025-05-16 16:48:13+00:00,7700.0,0.1,0.0,0.25,0.0,0.0,70.0,568,0.3479069116210937,False,REGULAR,USD,2025-06-20,call,0.125
2485,SPXW250620C07800000,2025-05-22 14:25:51+00:00,7800.0,0.05,0.0,0.15,0.0,0.0,25.0,77,0.34717449707031245,False,REGULAR,USD,2025-06-20,call,0.075
2486,SPX250620C07900000,2025-05-16 19:57:19+00:00,7900.0,0.05,0.0,0.25,0.0,0.0,30.0,476,0.37622694091796877,False,REGULAR,USD,2025-06-20,call,0.125
2487,SPXW250620C08000000,2025-05-13 19:45:34+00:00,8000.0,0.1,0.0,0.15,0.0,0.0,1.0,76,0.37402969726562496,False,REGULAR,USD,2025-06-20,call,0.075
2488,SPX250620C08100000,2025-05-08 13:52:30+00:00,8100.0,0.1,0.0,0.25,0.0,0.0,50.0,170,0.4035704174804688,False,REGULAR,USD,2025-06-20,call,0.125
2489,SPXW250620C08200000,2025-04-22 14:17:36+00:00,8200.0,0.1,0.0,0.15,0.0,0.0,10.0,0,0.39990834472656256,False,REGULAR,USD,2025-06-20,call,0.075
2490,SPXW250620C08300000,2025-04-24 15:42:34+00:00,8300.0,0.1,0.0,0.2,0.0,0.0,80.0,140,0.42236905761718746,False,REGULAR,USD,2025-06-20,call,0.1
2491,SPXW250620C08400000,2025-04-22 16:35:35+00:00,8400.0,0.1,0.0,0.15,0.0,0.0,10.0,0,0.42529871582031253,False,REGULAR,USD,2025-06-20,call,0.075
2492,SPXW250620C08500000,2025-04-22 16:37:38+00:00,8500.0,0.1,0.0,0.15,0.0,0.0,30.0,0,0.437505625,False,REGULAR,USD,2025-06-20,call,0.075
2493,SPX250620C08600000,2025-03-13 17:27:15+00:00,8600.0,0.1,0.0,0.6,0.0,0.0,10.0,1621,0.5056201782226561,False,REGULAR,USD,2025-06-20,call,0.3
2494,SPX250620C08700000,2025-03-13 17:33:33+00:00,8700.0,0.1,0.0,0.6,0.0,0.0,,18,0.5188036401367188,False,REGULAR,USD,2025-06-20,call,0.3
2495,SPX250620C08800000,2024-11-18 20:18:14+00:00,8800.0,0.25,0.0,0.25,0.0,0.0,1.0,335,0.4929249926757813,False,REGULAR,USD,2025-06-20,call,0.125
2496,SPXW250620C08900000,2025-04-15 13:47:50+00:00,8900.0,0.1,0.0,0.1,0.0,0.0,30.0,39,0.47070841796875,False,REGULAR,USD,2025-06-20,call,0.05
2497,SPX250620C09000000,2025-05-16 19:18:34+00:00,9000.0,0.03,0.0,0.0,0.0,0.0,17.0,3727,0.2500075,False,REGULAR,USD,2025-06-20,call,0.0
2498,SPX250620C09200000,2025-03-24 15:23:54+00:00,9200.0,0.05,0.0,0.15,0.0,0.0,,24,0.5190477783203125,False,REGULAR,USD,2025-06-20,call,0.075
2499,SPXW250620C09600000,2025-03-14 17:06:38+00:00,9600.0,0.05,0.0,0.35,0.0,0.0,,130,0.5688519677734375,False,REGULAR,USD,2025-06-20,call,0.175
2500,SPXW250620C10000000,2025-03-07 20:38:35+00:00,10000.0,0.1,0.0,0.55,0.0,0.0,1.0,4,0.6323278955078125,False,REGULAR,USD,2025-06-20,call,0.275
2501,SPX250620C10400000,2025-04-24 18:15:53+00:00,10400.0,0.08,0.0,0.2,0.0,0.0,1.0,61,0.6250037500000001,False,REGULAR,USD,2025-06-20,call,0.1
2502,SPXW250620C10800000,2025-03-24 15:23:30+00:00,10800.0,0.05,0.0,0.1,0.0,0.0,,51,0.631839619140625,False,REGULAR,USD,2025-06-20,call,0.05
2503,SPXW250620C12000000,2025-04-23 14:02:55+00:00,12000.0,0.09,0.0,0.15,0.0,0.0,4.0,9,0.7480493945312501,False,REGULAR,USD,2025-06-20,call,0.075
2517,SPXW250623C05850000,2025-05-23 17:12:26+00:00,5850.0,108.86,99.5,100.9,-23.14,-17.530302,21.0,28,0.18465094532012938,False,REGULAR,USD,2025-06-23,call,100.2
2518,SPXW250623C05900000,2025-05-23 14:58:54+00:00,5900.0,67.99,73.6,74.8,-34.010002,-33.34314,16.0,57,0.17485871536254882,False,REGULAR,USD,2025-06-23,call,74.19999999999999
2519,SPXW250623C05925000,2025-05-23 15:29:54+00:00,5925.0,61.62,62.4,63.4,-23.180004,-27.334911,6.0,57,0.17034215896606447,False,REGULAR,USD,2025-06-23,call,62.9
2520,SPXW250623C05950000,2025-05-23 20:15:19+00:00,5950.0,51.27,52.2,53.2,-25.16,-32.91901,30.0,84,0.16619943916320803,False,REGULAR,USD,2025-06-23,call,52.7
2521,SPXW250623C05975000,2025-05-19 16:54:04+00:00,5975.0,110.0,43.2,44.2,0.0,0.0,4.0,41,0.16244199993133546,False,REGULAR,USD,2025-06-23,call,43.7
2522,SPXW250623C06000000,2025-05-23 19:33:57+00:00,6000.0,38.0,35.4,36.2,-14.099998,-27.063337,28.0,382,0.15874559524536136,False,REGULAR,USD,2025-06-23,call,35.8
2523,SPXW250623C06025000,2025-05-23 18:56:54+00:00,6025.0,33.38,28.6,29.5,-10.369999,-23.702856,88.0,55,0.15577397579193114,False,REGULAR,USD,2025-06-23,call,29.05
2524,SPXW250623C06050000,2025-05-23 19:06:58+00:00,6050.0,26.7,22.9,23.8,-4.3499985,-14.009658,6.0,164,0.15310371440887455,False,REGULAR,USD,2025-06-23,call,23.35
2525,SPXW250623C06075000,2025-05-23 20:07:06+00:00,6075.0,18.1,18.1,18.9,-12.9,-41.612904,15.0,17,0.15042200904846195,False,REGULAR,USD,2025-06-23,call,18.5
2526,SPXW250623C06100000,2025-05-23 20:13:48+00:00,6100.0,14.23,14.3,14.9,-5.67,-28.492462,107.0,138,0.14816373085021975,False,REGULAR,USD,2025-06-23,call,14.600000000000001
2527,SPXW250623C06125000,2025-05-23 20:06:12+00:00,6125.0,11.0,11.1,11.6,-3.6999998,-25.170067,74.0,77,0.14605040969848632,False,REGULAR,USD,2025-06-23,call,11.35
2528,SPXW250623C06200000,2025-05-23 19:29:07+00:00,6200.0,6.1,5.0,5.4,-1.5,-19.736843,7.0,289,0.14235781967163086,False,REGULAR,USD,2025-06-23,call,5.2
2529,SPXW250623C06300000,2025-05-23 14:11:12+00:00,6300.0,2.35,1.7,2.0,-1.3700001,-36.82796,24.0,90,0.14215945739746094,False,REGULAR,USD,2025-06-23,call,1.85
2530,SPXW250623C06400000,2025-05-22 14:00:18+00:00,6400.0,1.11,0.65,0.95,0.0,0.0,1.0,15,0.14853756744384766,False,REGULAR,USD,2025-06-23,call,0.8
2531,SPXW250623C06600000,2025-05-22 13:30:03+00:00,6600.0,0.29,0.1,0.4,0.0,0.0,1.0,268,0.17060155578613284,False,REGULAR,USD,2025-06-23,call,0.25
2532,SPXW250624C05950000,2025-05-23 13:50:41+00:00,5950.0,53.0,54.6,55.9,-57.510002,-52.040543,1.0,20,0.16801903156280523,False,REGULAR,USD,2025-06-24,call,55.25
2533,SPXW250624C05975000,2025-05-22 14:18:06+00:00,5975.0,62.59,45.4,46.8,0.0,0.0,4.0,42,0.16440273471832278,False,REGULAR,USD,2025-06-24,call,46.099999999999994
2534,SPXW250624C06100000,2025-05-23 20:06:04+00:00,6100.0,15.2,15.3,16.3,-9.900001,-39.442234,8.0,16,0.1497201117706299,False,REGULAR,USD,2025-06-24,call,15.8
2535,SPXW250624C06200000,2025-05-23 14:08:23+00:00,6200.0,5.8,5.5,6.1,-9.599999,-62.33766,1.0,6,0.14365480377197265,False,REGULAR,USD,2025-06-24,call,5.8
2536,SPXW250624C06300000,2025-05-22 18:03:27+00:00,6300.0,3.48,1.95,2.3,0.0,0.0,2.0,63,0.14296816513061522,False,REGULAR,USD,2025-06-24,call,2.125
2538,SPXW250626C05850000,2025-05-23 18:26:22+00:00,5850.0,117.9,108.0,109.5,-15.900002,-11.883409,3.0,239,0.1884980290412903,False,REGULAR,USD,2025-06-26,call,108.75
2539,SPXW250626C05875000,2025-05-19 13:44:49+00:00,5875.0,157.94,94.2,95.7,0.0,0.0,2.0,11,0.18357139678955076,False,REGULAR,USD,2025-06-26,call,94.95
2540,SPXW250626C05900000,2025-05-23 19:55:30+00:00,5900.0,82.83,81.4,82.9,-15.769997,-15.993911,41.0,150,0.17886792209625246,False,REGULAR,USD,2025-06-26,call,82.15
2541,SPXW250626C06000000,2025-05-23 19:20:26+00:00,6000.0,44.3,41.2,42.5,-8.0,-15.296367,39.0,35,0.16279294857025145,False,REGULAR,USD,2025-06-26,call,41.85
2542,SPXW250626C06100000,2025-05-22 18:30:38+00:00,6100.0,17.75,17.7,18.7,-10.75,-37.7193,1.0,265,0.15141382041931153,False,REGULAR,USD,2025-06-26,call,18.2
